,istab,U,zi,stab,imet,Q_mg,zplume,dur,sig_x0,sig_y0,sig_z0,title,isrc,x,y,z,iloc,icurve,t
185,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,840
186,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,850
187,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,860
188,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,870
189,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,880
190,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,890
191,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,900
192,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,910
193,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,920
194,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,930
195,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,940
196,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,950
197,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,960
198,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,970
199,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,980
200,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,990
201,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1200,0,0,1,1,1000
202,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,0
203,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,10
204,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,20
205,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,30
206,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,40
207,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,50
208,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,60
209,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,70
210,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,80
211,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,90
212,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,100
213,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,110
214,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,120
215,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,130
216,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,140
217,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,150
218,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,160
219,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,170
220,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,180
221,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,190
222,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,200
223,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,210
224,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,220
225,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,230
226,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,240
227,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,250
228,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,260
229,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,270
230,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,280
231,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,290
232,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,300
233,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,310
234,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,320
235,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,330
236,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,340
237,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,350
238,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,360
239,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,370
240,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,380
241,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,390
242,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,400
243,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,410
244,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,420
245,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,430
246,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,440
247,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,450
248,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,460
249,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,470
250,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,480
251,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,490
252,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,500
253,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,510
254,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,520
255,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,530
256,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,540
257,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,550
258,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,560
259,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,570
260,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,580
261,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,590
262,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,600
263,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,610
264,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,620
265,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,630
266,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,640
267,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,650
268,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,660
269,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,670
270,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,680
271,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,690
272,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,700
273,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,710
274,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,720
275,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,730
276,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,740
277,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,750
278,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,760
279,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,770
280,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,780
281,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,790
282,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,800
283,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,810
284,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,820
285,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,830
286,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,840
287,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,850
288,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,860
289,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,870
290,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,880
291,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,890
292,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,900
293,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,910
294,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,920
295,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,930
296,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,940
297,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,950
298,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,960
299,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,970
300,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,980
301,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,990
302,3,3,100000,D,0,1000000,0,0,0,0,0,sample,0,1400,0,0,2,2,1000
0,3,3,100000,D,0,1000000,0,200,0,0,0,sample,0,1000,0,0,0,0,0
1,3,3,100000,D,0,1000000,0,200,0,0,0,sample,0,1000,0,0,0,0,10
2,3,3,100000,D,0,1000000,0,200,0,0,0,sample,0,1000,0,0,0,0,20
3,3,3,100000,D,0,1000000,0,200,0,0,0,sample,0,1000,0,0,0,0,30
4,3,3,100000,D,0,1000000,0,200,0,0,0,sample,0,1000,0,0,0,0,40
