,istab,U,zi,stab,imet,Q_mg,zplume,dur,sig_x0,sig_y0,sig_z0,title,isrc,x,y,z,iloc,icurve,t,iseries
22,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,220.0,0
23,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,230.0,0
24,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,240.0,0
25,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,250.0,0
26,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,260.0,0
27,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,270.0,0
28,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,280.0,0
29,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,290.0,0
30,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,300.0,0
31,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,310.0,0
32,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,320.0,0
33,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,330.0,0
34,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,340.0,0
35,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,350.0,0
36,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,360.0,0
37,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,370.0,0
38,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,380.0,0
39,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,390.0,0
40,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,400.0,0
41,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,410.0,0
42,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,420.0,0
43,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,430.0,0
44,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,440.0,0
45,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,450.0,0
46,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,460.0,0
47,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,470.0,0
48,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,480.0,0
49,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,490.0,0
50,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,500.0,0
51,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,510.0,0
52,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,520.0,0
53,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,530.0,0
54,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,540.0,0
55,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,550.0,0
56,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,560.0,0
57,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,570.0,0
58,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,580.0,0
59,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,590.0,0
60,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,600.0,0
61,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,610.0,0
62,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,620.0,0
63,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,630.0,0
64,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,640.0,0
65,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,650.0,0
66,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,660.0,0
67,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,670.0,0
68,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,680.0,0
69,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,690.0,0
70,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,700.0,0
71,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,710.0,0
72,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,720.0,0
73,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,730.0,0
74,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,740.0,0
75,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,750.0,0
76,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,760.0,0
77,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,770.0,0
78,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,780.0,0
79,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,790.0,0
80,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,800.0,0
81,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,810.0,0
82,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,820.0,0
83,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,830.0,0
84,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,840.0,0
85,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,850.0,0
86,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,860.0,0
87,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,870.0,0
88,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,880.0,0
89,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,890.0,0
90,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,900.0,0
91,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,910.0,0
92,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,920.0,0
93,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,930.0,0
94,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,940.0,0
95,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,950.0,0
96,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,960.0,0
97,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,970.0,0
98,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,980.0,0
99,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,990.0,0
100,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1000,0,0,0,0,1000.0,0
101,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,0.0,0
102,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,10.0,0
103,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,20.0,0
104,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,30.0,0
105,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,40.0,0
106,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,50.0,0
107,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,60.0,0
108,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,70.0,0
109,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,80.0,0
110,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,90.0,0
111,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,100.0,0
112,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,110.0,0
113,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,120.0,0
114,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,130.0,0
115,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,140.0,0
116,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,150.0,0
117,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,160.0,0
118,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,170.0,0
119,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,180.0,0
120,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,190.0,0
121,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,200.0,0
122,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,210.0,0
123,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,220.0,0
124,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,230.0,0
125,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,240.0,0
126,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,250.0,0
127,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,260.0,0
128,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,270.0,0
129,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,280.0,0
130,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,290.0,0
131,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,300.0,0
132,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,310.0,0
133,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,320.0,0
134,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,330.0,0
135,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,340.0,0
136,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,350.0,0
137,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,360.0,0
138,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,370.0,0
139,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,380.0,0
140,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,390.0,0
141,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,400.0,0
142,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,410.0,0
143,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,420.0,0
144,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,430.0,0
145,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,440.0,0
146,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,450.0,0
147,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,460.0,0
148,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,470.0,0
149,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,480.0,0
150,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,490.0,0
151,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,500.0,0
152,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,510.0,0
153,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,520.0,0
154,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,530.0,0
155,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,540.0,0
156,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,550.0,0
157,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,560.0,0
158,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,570.0,0
159,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,580.0,0
160,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,590.0,0
161,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,600.0,0
162,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,610.0,0
163,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,620.0,0
164,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,630.0,0
165,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,640.0,0
166,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,650.0,0
167,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,660.0,0
168,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,670.0,0
169,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,680.0,0
170,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,690.0,0
171,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,700.0,0
172,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,710.0,0
173,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,720.0,0
174,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,730.0,0
175,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,740.0,0
176,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,750.0,0
177,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,760.0,0
178,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,770.0,0
179,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,780.0,0
180,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,790.0,0
181,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,800.0,0
182,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,810.0,0
183,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,820.0,0
184,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,830.0,0
185,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,840.0,0
186,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,850.0,0
187,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,860.0,0
188,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,870.0,0
189,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,880.0,0
190,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,890.0,0
191,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,900.0,0
192,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,910.0,0
193,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,920.0,0
194,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,930.0,0
195,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,940.0,0
196,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,950.0,0
197,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,960.0,0
198,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,970.0,0
199,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,980.0,0
200,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,990.0,0
201,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1200,0,0,1,1,1000.0,0
202,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,0.0,0
203,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,10.0,0
204,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,20.0,0
205,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,30.0,0
206,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,40.0,0
207,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,50.0,0
208,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,60.0,0
209,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,70.0,0
210,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,80.0,0
211,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,90.0,0
212,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,100.0,0
213,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,110.0,0
214,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,120.0,0
215,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,130.0,0
216,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,140.0,0
217,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,150.0,0
218,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,160.0,0
219,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,170.0,0
220,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,180.0,0
221,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,190.0,0
222,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,200.0,0
223,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,210.0,0
224,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,220.0,0
225,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,230.0,0
226,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,240.0,0
227,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,250.0,0
228,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,260.0,0
229,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,270.0,0
230,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,280.0,0
231,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,290.0,0
232,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,300.0,0
233,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,310.0,0
234,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,320.0,0
235,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,330.0,0
236,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,340.0,0
237,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,350.0,0
238,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,360.0,0
239,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,370.0,0
240,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,380.0,0
241,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,390.0,0
242,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,400.0,0
243,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,410.0,0
244,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,420.0,0
245,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,430.0,0
246,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,440.0,0
247,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,450.0,0
248,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,460.0,0
249,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,470.0,0
250,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,480.0,0
251,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,490.0,0
252,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,500.0,0
253,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,510.0,0
254,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,520.0,0
255,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,530.0,0
256,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,540.0,0
257,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,550.0,0
258,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,560.0,0
259,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,570.0,0
260,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,580.0,0
261,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,590.0,0
262,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,600.0,0
263,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,610.0,0
264,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,620.0,0
265,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,630.0,0
266,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,640.0,0
267,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,650.0,0
268,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,660.0,0
269,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,670.0,0
270,3,3,100000,D,0,1000000.0,0,0,0,0,0,sample,0,1400,0,0,2,2,680.0,0
