,istab,U,zi,stab,imet,Q_mg,zplume,dur,sig_x0,sig_y0,sig_z0,title,isrc,y,z,t,iloc,icurve,x
69,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,34531.0
70,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,35030.0
71,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,35529.0
72,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,36028.0
73,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,36527.0
74,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,37026.0
75,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,37525.0
76,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,38024.0
77,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,38523.0
78,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,39022.0
79,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,39521.0
80,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,40020.0
81,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,40519.0
82,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,41018.0
83,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,41517.0
84,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,42016.0
85,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,42515.0
86,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,43014.0
87,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,43513.0
88,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,44012.0
89,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,44511.0
90,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,45010.0
91,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,45509.0
92,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,46008.0
93,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,46507.0
94,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,47006.0
95,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,47505.0
96,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,48004.0
97,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,48503.0
98,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,49002.0
99,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,49501.0
100,3,3,100,D,0,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,0,50000.0
101,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,100.0
102,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,599.0
103,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,1098.0
104,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,1597.0
105,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,2096.0
106,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,2595.0
107,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,3094.0
108,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,3593.0
109,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,4092.0
110,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,4591.0
111,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,5090.0
112,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,5589.0
113,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,6088.0
114,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,6587.0
115,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,7086.0
116,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,7585.0
117,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,8084.0
118,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,8583.0
119,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,9082.0
120,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,9581.0
121,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,10080.0
122,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,10579.0
123,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,11078.0
124,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,11577.0
125,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,12076.0
126,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,12575.0
127,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,13074.0
128,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,13573.0
129,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,14072.0
130,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,14571.0
131,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,15070.0
132,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,15569.0
133,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,16068.0
134,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,16567.0
135,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,17066.0
136,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,17565.0
137,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,18064.0
138,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,18563.0
139,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,19062.0
140,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,19561.0
141,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,20060.0
142,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,20559.0
143,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,21058.0
144,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,21557.0
145,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,22056.0
146,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,22555.0
147,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,23054.0
148,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,23553.0
149,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,24052.0
150,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,24551.0
151,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,25050.0
152,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,25549.0
153,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,26048.0
154,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,26547.0
155,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,27046.0
156,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,27545.0
157,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,28044.0
158,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,28543.0
159,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,29042.0
160,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,29541.0
161,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,30040.0
162,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,30539.0
163,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,31038.0
164,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,31537.0
165,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,32036.0
166,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,32535.0
167,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,33034.0
168,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,33533.0
169,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,34032.0
170,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,34531.0
171,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,35030.0
172,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,35529.0
173,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,36028.0
174,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,36527.0
175,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,37026.0
176,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,37525.0
177,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,38024.0
178,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,38523.0
179,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,39022.0
180,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,39521.0
181,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,40020.0
182,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,40519.0
183,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,41018.0
184,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,41517.0
185,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,42016.0
186,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,42515.0
187,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,43014.0
188,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,43513.0
189,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,44012.0
190,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,44511.0
191,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,45010.0
192,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,45509.0
193,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,46008.0
194,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,46507.0
195,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,47006.0
196,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,47505.0
197,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,48004.0
198,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,48503.0
199,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,49002.0
200,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,49501.0
201,3,3,200,D,1,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,1,50000.0
202,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,100.0
203,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,599.0
204,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,1098.0
205,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,1597.0
206,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,2096.0
207,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,2595.0
208,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,3094.0
209,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,3593.0
210,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,4092.0
211,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,4591.0
212,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,5090.0
213,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,5589.0
214,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,6088.0
215,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,6587.0
216,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,7086.0
217,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,7585.0
218,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,8084.0
219,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,8583.0
220,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,9082.0
221,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,9581.0
222,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,10080.0
223,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,10579.0
224,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,11078.0
225,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,11577.0
226,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,12076.0
227,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,12575.0
228,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,13074.0
229,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,13573.0
230,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,14072.0
231,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,14571.0
232,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,15070.0
233,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,15569.0
234,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,16068.0
235,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,16567.0
236,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,17066.0
237,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,17565.0
238,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,18064.0
239,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,18563.0
240,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,19062.0
241,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,19561.0
242,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,20060.0
243,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,20559.0
244,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,21058.0
245,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,21557.0
246,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,22056.0
247,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,22555.0
248,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,23054.0
249,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,23553.0
250,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,24052.0
251,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,24551.0
252,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,25050.0
253,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,25549.0
254,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,26048.0
255,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,26547.0
256,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,27046.0
257,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,27545.0
258,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,28044.0
259,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,28543.0
260,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,29042.0
261,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,29541.0
262,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,30040.0
263,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,30539.0
264,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,31038.0
265,3,3,500,D,2,1000000.0,0,0,0,0,0,sample,0,0,0,1000000.0,0,2,31537.0
